SOUNDLEVEL,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
98.111,52236,2018-08-16 22:59:21:832
98.111,52241,2018-08-16 22:59:21:837
98.111,52246,2018-08-16 22:59:21:842
98.111,52251,2018-08-16 22:59:21:847
98.111,52257,2018-08-16 22:59:21:853
98.111,52261,2018-08-16 22:59:21:857
98.111,52265,2018-08-16 22:59:21:861
98.111,52271,2018-08-16 22:59:21:867
98.111,52275,2018-08-16 22:59:21:871
98.111,52281,2018-08-16 22:59:21:877
98.111,52285,2018-08-16 22:59:21:881
98.111,52290,2018-08-16 22:59:21:886
98.111,52295,2018-08-16 22:59:21:891
98.111,52301,2018-08-16 22:59:21:897
98.111,52306,2018-08-16 22:59:21:902
98.111,52310,2018-08-16 22:59:21:906
98.111,52316,2018-08-16 22:59:21:912
98.111,52320,2018-08-16 22:59:21:916
98.111,52326,2018-08-16 22:59:21:922
98.111,52331,2018-08-16 22:59:21:927
98.111,52336,2018-08-16 22:59:21:932
98.111,52341,2018-08-16 22:59:21:937
98.111,52345,2018-08-16 22:59:21:941
98.111,52351,2018-08-16 22:59:21:947
98.111,52356,2018-08-16 22:59:21:952
98.111,52361,2018-08-16 22:59:21:957
98.111,52367,2018-08-16 22:59:21:963
98.111,52371,2018-08-16 22:59:21:967
98.111,52376,2018-08-16 22:59:21:972
98.111,52380,2018-08-16 22:59:21:976
93.726,52385,2018-08-16 22:59:21:981
93.726,52391,2018-08-16 22:59:21:987
93.726,52396,2018-08-16 22:59:21:992
93.726,52400,2018-08-16 22:59:21:996
93.726,52405,2018-08-16 22:59:22:001
93.726,52411,2018-08-16 22:59:22:007
93.726,52415,2018-08-16 22:59:22:011
93.726,52421,2018-08-16 22:59:22:017
93.726,52425,2018-08-16 22:59:22:021
93.726,52431,2018-08-16 22:59:22:027
93.726,52436,2018-08-16 22:59:22:032
93.726,52441,2018-08-16 22:59:22:037
93.726,52445,2018-08-16 22:59:22:041
93.726,52450,2018-08-16 22:59:22:046
93.726,52456,2018-08-16 22:59:22:052
93.726,52460,2018-08-16 22:59:22:056
93.726,52466,2018-08-16 22:59:22:062
93.726,52473,2018-08-16 22:59:22:069
93.726,52476,2018-08-16 22:59:22:072
93.726,52480,2018-08-16 22:59:22:076
93.726,52486,2018-08-16 22:59:22:082
93.726,52490,2018-08-16 22:59:22:086
93.726,52496,2018-08-16 22:59:22:092
93.726,52500,2018-08-16 22:59:22:096
93.726,52505,2018-08-16 22:59:22:101
93.726,52510,2018-08-16 22:59:22:106
93.726,52516,2018-08-16 22:59:22:112
93.726,52521,2018-08-16 22:59:22:117
93.726,52526,2018-08-16 22:59:22:122
93.726,52531,2018-08-16 22:59:22:127
93.726,52537,2018-08-16 22:59:22:133
93.726,52540,2018-08-16 22:59:22:136
93.726,52545,2018-08-16 22:59:22:141
93.726,52551,2018-08-16 22:59:22:147
93.726,52556,2018-08-16 22:59:22:152
93.726,52561,2018-08-16 22:59:22:157
93.726,52565,2018-08-16 22:59:22:161
93.726,52573,2018-08-16 22:59:22:169
93.726,52576,2018-08-16 22:59:22:172
93.726,52581,2018-08-16 22:59:22:177
93.726,52585,2018-08-16 22:59:22:181
93.726,52591,2018-08-16 22:59:22:187
93.726,52596,2018-08-16 22:59:22:192
93.726,52600,2018-08-16 22:59:22:196
93.726,52606,2018-08-16 22:59:22:202
93.726,52611,2018-08-16 22:59:22:207
93.726,52616,2018-08-16 22:59:22:212
93.726,52621,2018-08-16 22:59:22:217
93.726,52625,2018-08-16 22:59:22:221
93.726,52631,2018-08-16 22:59:22:227
93.726,52635,2018-08-16 22:59:22:231
93.726,52640,2018-08-16 22:59:22:236
93.726,52645,2018-08-16 22:59:22:241
93.726,52651,2018-08-16 22:59:22:247
93.726,52656,2018-08-16 22:59:22:252
93.726,52661,2018-08-16 22:59:22:257
93.726,52666,2018-08-16 22:59:22:262
93.726,52672,2018-08-16 22:59:22:268
93.726,52676,2018-08-16 22:59:22:272
93.726,52680,2018-08-16 22:59:22:276
93.726,52686,2018-08-16 22:59:22:282
93.726,52691,2018-08-16 22:59:22:287
93.726,52696,2018-08-16 22:59:22:292
93.726,52700,2018-08-16 22:59:22:296
93.726,52705,2018-08-16 22:59:22:301
93.726,52711,2018-08-16 22:59:22:307
94.019,52716,2018-08-16 22:59:22:312
94.019,52721,2018-08-16 22:59:22:317
94.019,52726,2018-08-16 22:59:22:322
94.019,52731,2018-08-16 22:59:22:327
94.019,52736,2018-08-16 22:59:22:332
94.019,52743,2018-08-16 22:59:22:339
94.019,52746,2018-08-16 22:59:22:342
94.019,52751,2018-08-16 22:59:22:347
94.019,52756,2018-08-16 22:59:22:352
94.019,52760,2018-08-16 22:59:22:356
94.019,52765,2018-08-16 22:59:22:361
94.019,52771,2018-08-16 22:59:22:367
94.019,52775,2018-08-16 22:59:22:371
94.019,52780,2018-08-16 22:59:22:376
94.019,52790,2018-08-16 22:59:22:386
94.019,52791,2018-08-16 22:59:22:387
94.019,52796,2018-08-16 22:59:22:392
94.019,52801,2018-08-16 22:59:22:397
94.019,52805,2018-08-16 22:59:22:401
94.019,52811,2018-08-16 22:59:22:407
94.019,52816,2018-08-16 22:59:22:412
94.019,52821,2018-08-16 22:59:22:417
94.019,52826,2018-08-16 22:59:22:422
94.019,52831,2018-08-16 22:59:22:427
94.019,52836,2018-08-16 22:59:22:432
94.019,52841,2018-08-16 22:59:22:437
94.019,52846,2018-08-16 22:59:22:442
94.019,52850,2018-08-16 22:59:22:446
94.019,52856,2018-08-16 22:59:22:452
94.019,52861,2018-08-16 22:59:22:457
94.019,52866,2018-08-16 22:59:22:462
94.019,52871,2018-08-16 22:59:22:467
94.019,52876,2018-08-16 22:59:22:472
94.019,52881,2018-08-16 22:59:22:477
94.019,52886,2018-08-16 22:59:22:482
94.019,52890,2018-08-16 22:59:22:486
94.019,52896,2018-08-16 22:59:22:492
94.019,52901,2018-08-16 22:59:22:497
94.019,52905,2018-08-16 22:59:22:501
94.019,52910,2018-08-16 22:59:22:506
94.019,52916,2018-08-16 22:59:22:512
94.019,52920,2018-08-16 22:59:22:516
94.019,52925,2018-08-16 22:59:22:521
94.019,52931,2018-08-16 22:59:22:527
94.019,52935,2018-08-16 22:59:22:531
94.019,52940,2018-08-16 22:59:22:536
94.019,52946,2018-08-16 22:59:22:542
94.019,52951,2018-08-16 22:59:22:547
94.019,52955,2018-08-16 22:59:22:551
94.019,52961,2018-08-16 22:59:22:557
94.019,52965,2018-08-16 22:59:22:561
94.019,52971,2018-08-16 22:59:22:567
94.019,52976,2018-08-16 22:59:22:572
94.019,52981,2018-08-16 22:59:22:577
94.019,52986,2018-08-16 22:59:22:582
94.019,52991,2018-08-16 22:59:22:587
94.019,52995,2018-08-16 22:59:22:591
94.019,53001,2018-08-16 22:59:22:597
94.019,53006,2018-08-16 22:59:22:602
94.019,53010,2018-08-16 22:59:22:606
94.019,53016,2018-08-16 22:59:22:612
94.019,53020,2018-08-16 22:59:22:616
94.019,53025,2018-08-16 22:59:22:621
94.019,53030,2018-08-16 22:59:22:626
102.412,53036,2018-08-16 22:59:22:632
102.412,53041,2018-08-16 22:59:22:637
102.412,53046,2018-08-16 22:59:22:642
102.412,53054,2018-08-16 22:59:22:650
102.412,53055,2018-08-16 22:59:22:651
102.412,53061,2018-08-16 22:59:22:657
102.412,53065,2018-08-16 22:59:22:661
102.412,53071,2018-08-16 22:59:22:667
102.412,53076,2018-08-16 22:59:22:672
102.412,53082,2018-08-16 22:59:22:678
102.412,53085,2018-08-16 22:59:22:681
102.412,53091,2018-08-16 22:59:22:687
102.412,53096,2018-08-16 22:59:22:692
102.412,53101,2018-08-16 22:59:22:697
102.412,53106,2018-08-16 22:59:22:702
102.412,53111,2018-08-16 22:59:22:707
102.412,53116,2018-08-16 22:59:22:712
102.412,53120,2018-08-16 22:59:22:716
102.412,53126,2018-08-16 22:59:22:722
102.412,53131,2018-08-16 22:59:22:727
102.412,53136,2018-08-16 22:59:22:732
102.412,53141,2018-08-16 22:59:22:737
102.412,53145,2018-08-16 22:59:22:741
102.412,53151,2018-08-16 22:59:22:747
102.412,53156,2018-08-16 22:59:22:752
102.412,53161,2018-08-16 22:59:22:757
102.412,53166,2018-08-16 22:59:22:762
102.412,53171,2018-08-16 22:59:22:767
102.412,53177,2018-08-16 22:59:22:773
102.412,53181,2018-08-16 22:59:22:777
102.412,53185,2018-08-16 22:59:22:781
102.412,53191,2018-08-16 22:59:22:787
102.412,53198,2018-08-16 22:59:22:794
102.412,53200,2018-08-16 22:59:22:796
102.412,53205,2018-08-16 22:59:22:801
102.412,53210,2018-08-16 22:59:22:806
102.412,53216,2018-08-16 22:59:22:812
102.412,53220,2018-08-16 22:59:22:816
102.412,53225,2018-08-16 22:59:22:821
102.412,53230,2018-08-16 22:59:22:826
102.412,53236,2018-08-16 22:59:22:832
102.412,53241,2018-08-16 22:59:22:837
102.412,53246,2018-08-16 22:59:22:842
102.412,53250,2018-08-16 22:59:22:846
102.412,53256,2018-08-16 22:59:22:852
102.412,53260,2018-08-16 22:59:22:856
102.412,53266,2018-08-16 22:59:22:862
102.412,53270,2018-08-16 22:59:22:866
102.412,53276,2018-08-16 22:59:22:872
102.412,53280,2018-08-16 22:59:22:876
102.412,53286,2018-08-16 22:59:22:882
102.412,53291,2018-08-16 22:59:22:887
102.412,53295,2018-08-16 22:59:22:891
102.412,53301,2018-08-16 22:59:22:897
102.412,53306,2018-08-16 22:59:22:902
102.412,53310,2018-08-16 22:59:22:906
102.412,53315,2018-08-16 22:59:22:911
102.412,53321,2018-08-16 22:59:22:917
102.412,53325,2018-08-16 22:59:22:921
102.412,53330,2018-08-16 22:59:22:926
102.412,53337,2018-08-16 22:59:22:933
102.412,53340,2018-08-16 22:59:22:936
102.412,53346,2018-08-16 22:59:22:942
102.412,53351,2018-08-16 22:59:22:947
102.412,53356,2018-08-16 22:59:22:952
102.412,53361,2018-08-16 22:59:22:957
105.812,53365,2018-08-16 22:59:22:961
105.812,53371,2018-08-16 22:59:22:967
105.812,53376,2018-08-16 22:59:22:972
105.812,53381,2018-08-16 22:59:22:977
105.812,53385,2018-08-16 22:59:22:981
105.812,53393,2018-08-16 22:59:22:989
105.812,53396,2018-08-16 22:59:22:992
105.812,53401,2018-08-16 22:59:22:997
105.812,53405,2018-08-16 22:59:23:001
105.812,53411,2018-08-16 22:59:23:007
105.812,53416,2018-08-16 22:59:23:012
105.812,53421,2018-08-16 22:59:23:017
105.812,53425,2018-08-16 22:59:23:021
105.812,53430,2018-08-16 22:59:23:026
105.812,53435,2018-08-16 22:59:23:031
105.812,53441,2018-08-16 22:59:23:037
105.812,53446,2018-08-16 22:59:23:042
105.812,53451,2018-08-16 22:59:23:047
105.812,53455,2018-08-16 22:59:23:051
105.812,53460,2018-08-16 22:59:23:056
105.812,53465,2018-08-16 22:59:23:061
105.812,53471,2018-08-16 22:59:23:067
105.812,53478,2018-08-16 22:59:23:074
105.812,53480,2018-08-16 22:59:23:076
105.812,53485,2018-08-16 22:59:23:081
105.812,53492,2018-08-16 22:59:23:088
105.812,53495,2018-08-16 22:59:23:091
105.812,53500,2018-08-16 22:59:23:096
105.812,53505,2018-08-16 22:59:23:101
105.812,53511,2018-08-16 22:59:23:107
105.812,53516,2018-08-16 22:59:23:112
105.812,53520,2018-08-16 22:59:23:116
105.812,53526,2018-08-16 22:59:23:122
105.812,53531,2018-08-16 22:59:23:127
105.812,53536,2018-08-16 22:59:23:132
105.812,53541,2018-08-16 22:59:23:137
105.812,53546,2018-08-16 22:59:23:142
105.812,53551,2018-08-16 22:59:23:147
105.812,53557,2018-08-16 22:59:23:153
105.812,53561,2018-08-16 22:59:23:157
105.812,53566,2018-08-16 22:59:23:162
105.812,53570,2018-08-16 22:59:23:166
105.812,53576,2018-08-16 22:59:23:172
105.812,53581,2018-08-16 22:59:23:177
105.812,53586,2018-08-16 22:59:23:182
105.812,53590,2018-08-16 22:59:23:186
105.812,53597,2018-08-16 22:59:23:193
105.812,53601,2018-08-16 22:59:23:197
105.812,53605,2018-08-16 22:59:23:201
105.812,53610,2018-08-16 22:59:23:206
105.812,53616,2018-08-16 22:59:23:212
105.812,53620,2018-08-16 22:59:23:216
105.812,53626,2018-08-16 22:59:23:222
105.812,53630,2018-08-16 22:59:23:226
105.812,53635,2018-08-16 22:59:23:231
105.812,53640,2018-08-16 22:59:23:236
105.812,53646,2018-08-16 22:59:23:242
105.812,53651,2018-08-16 22:59:23:247
105.812,53656,2018-08-16 22:59:23:252
105.812,53661,2018-08-16 22:59:23:257
105.812,53665,2018-08-16 22:59:23:261
105.812,53671,2018-08-16 22:59:23:267
105.812,53676,2018-08-16 22:59:23:272
105.812,53681,2018-08-16 22:59:23:277
97.593,53686,2018-08-16 22:59:23:282
97.593,53691,2018-08-16 22:59:23:287
97.593,53695,2018-08-16 22:59:23:291
97.593,53703,2018-08-16 22:59:23:299
97.593,53706,2018-08-16 22:59:23:302
97.593,53710,2018-08-16 22:59:23:306
97.593,53716,2018-08-16 22:59:23:312
97.593,53720,2018-08-16 22:59:23:316
97.593,53725,2018-08-16 22:59:23:321
97.593,53731,2018-08-16 22:59:23:327
97.593,53735,2018-08-16 22:59:23:331
97.593,53740,2018-08-16 22:59:23:336
97.593,53745,2018-08-16 22:59:23:341
97.593,53751,2018-08-16 22:59:23:347
97.593,53755,2018-08-16 22:59:23:351
97.593,53761,2018-08-16 22:59:23:357
97.593,53765,2018-08-16 22:59:23:361
97.593,53771,2018-08-16 22:59:23:367
97.593,53776,2018-08-16 22:59:23:372
97.593,53780,2018-08-16 22:59:23:376
97.593,53785,2018-08-16 22:59:23:381
97.593,53791,2018-08-16 22:59:23:387
97.593,53796,2018-08-16 22:59:23:392
97.593,53801,2018-08-16 22:59:23:397
97.593,53805,2018-08-16 22:59:23:401
97.593,53810,2018-08-16 22:59:23:406
97.593,53816,2018-08-16 22:59:23:412
97.593,53820,2018-08-16 22:59:23:416
97.593,53825,2018-08-16 22:59:23:421
97.593,53831,2018-08-16 22:59:23:427
97.593,53835,2018-08-16 22:59:23:431
97.593,53841,2018-08-16 22:59:23:437
97.593,53845,2018-08-16 22:59:23:441
97.593,53851,2018-08-16 22:59:23:447
97.593,53855,2018-08-16 22:59:23:451
97.593,53861,2018-08-16 22:59:23:457
97.593,53865,2018-08-16 22:59:23:461
97.593,53872,2018-08-16 22:59:23:468
97.593,53876,2018-08-16 22:59:23:472
97.593,53880,2018-08-16 22:59:23:476
97.593,53886,2018-08-16 22:59:23:482
97.593,53891,2018-08-16 22:59:23:487
97.593,53896,2018-08-16 22:59:23:492
97.593,53900,2018-08-16 22:59:23:496
97.593,53906,2018-08-16 22:59:23:502
97.593,53911,2018-08-16 22:59:23:507
97.593,53916,2018-08-16 22:59:23:512
97.593,53920,2018-08-16 22:59:23:516
97.593,53926,2018-08-16 22:59:23:522
97.593,53931,2018-08-16 22:59:23:527
97.593,53935,2018-08-16 22:59:23:531
97.593,53940,2018-08-16 22:59:23:536
97.593,53946,2018-08-16 22:59:23:542
97.593,53951,2018-08-16 22:59:23:547
97.593,53955,2018-08-16 22:59:23:551
97.593,53961,2018-08-16 22:59:23:557
97.593,53966,2018-08-16 22:59:23:562
97.593,53973,2018-08-16 22:59:23:569
97.593,53976,2018-08-16 22:59:23:572
97.593,53981,2018-08-16 22:59:23:577
97.593,53986,2018-08-16 22:59:23:582
97.593,53991,2018-08-16 22:59:23:587
97.593,53995,2018-08-16 22:59:23:591
97.593,54000,2018-08-16 22:59:23:596
97.593,54006,2018-08-16 22:59:23:602
97.593,54010,2018-08-16 22:59:23:606
87.904,54015,2018-08-16 22:59:23:611
87.904,54021,2018-08-16 22:59:23:617
87.904,54025,2018-08-16 22:59:23:621
87.904,54031,2018-08-16 22:59:23:627
87.904,54036,2018-08-16 22:59:23:632
87.904,54043,2018-08-16 22:59:23:639
87.904,54045,2018-08-16 22:59:23:641
87.904,54051,2018-08-16 22:59:23:647
87.904,54056,2018-08-16 22:59:23:652
87.904,54060,2018-08-16 22:59:23:656
87.904,54066,2018-08-16 22:59:23:662
87.904,54070,2018-08-16 22:59:23:666
87.904,54076,2018-08-16 22:59:23:672
87.904,54081,2018-08-16 22:59:23:677
87.904,54086,2018-08-16 22:59:23:682
87.904,54091,2018-08-16 22:59:23:687
87.904,54096,2018-08-16 22:59:23:692
87.904,54100,2018-08-16 22:59:23:696
87.904,54105,2018-08-16 22:59:23:701
87.904,54110,2018-08-16 22:59:23:706
87.904,54116,2018-08-16 22:59:23:712
87.904,54121,2018-08-16 22:59:23:717
87.904,54126,2018-08-16 22:59:23:722
87.904,54131,2018-08-16 22:59:23:727
87.904,54136,2018-08-16 22:59:23:732
87.904,54141,2018-08-16 22:59:23:737
87.904,54146,2018-08-16 22:59:23:742
87.904,54150,2018-08-16 22:59:23:746
87.904,54156,2018-08-16 22:59:23:752
87.904,54161,2018-08-16 22:59:23:757
87.904,54165,2018-08-16 22:59:23:761
87.904,54172,2018-08-16 22:59:23:768
87.904,54175,2018-08-16 22:59:23:771
87.904,54181,2018-08-16 22:59:23:777
87.904,54186,2018-08-16 22:59:23:782
87.904,54190,2018-08-16 22:59:23:786
87.904,54196,2018-08-16 22:59:23:792
87.904,54201,2018-08-16 22:59:23:797
87.904,54205,2018-08-16 22:59:23:801
87.904,54210,2018-08-16 22:59:23:806
87.904,54216,2018-08-16 22:59:23:812
87.904,54220,2018-08-16 22:59:23:816
87.904,54226,2018-08-16 22:59:23:822
87.904,54230,2018-08-16 22:59:23:826
87.904,54236,2018-08-16 22:59:23:832
87.904,54240,2018-08-16 22:59:23:836
87.904,54245,2018-08-16 22:59:23:841
87.904,54251,2018-08-16 22:59:23:847
87.904,54255,2018-08-16 22:59:23:851
87.904,54262,2018-08-16 22:59:23:858
87.904,54266,2018-08-16 22:59:23:862
87.904,54270,2018-08-16 22:59:23:866
87.904,54276,2018-08-16 22:59:23:872
87.904,54281,2018-08-16 22:59:23:877
87.904,54286,2018-08-16 22:59:23:882
87.904,54291,2018-08-16 22:59:23:887
87.904,54296,2018-08-16 22:59:23:892
87.904,54300,2018-08-16 22:59:23:896
87.904,54305,2018-08-16 22:59:23:901
87.904,54310,2018-08-16 22:59:23:906
87.904,54315,2018-08-16 22:59:23:911
87.904,54320,2018-08-16 22:59:23:916
87.904,54325,2018-08-16 22:59:23:921
87.904,54330,2018-08-16 22:59:23:926
88.045,54335,2018-08-16 22:59:23:931
88.045,54341,2018-08-16 22:59:23:937
88.045,54346,2018-08-16 22:59:23:942
88.045,54352,2018-08-16 22:59:23:948
88.045,54355,2018-08-16 22:59:23:951
88.045,54360,2018-08-16 22:59:23:956
88.045,54366,2018-08-16 22:59:23:962
88.045,54370,2018-08-16 22:59:23:966
88.045,54376,2018-08-16 22:59:23:972
88.045,54380,2018-08-16 22:59:23:976
88.045,54386,2018-08-16 22:59:23:982
88.045,54391,2018-08-16 22:59:23:987
88.045,54396,2018-08-16 22:59:23:992
88.045,54400,2018-08-16 22:59:23:996
88.045,54405,2018-08-16 22:59:24:001
88.045,54411,2018-08-16 22:59:24:007
88.045,54415,2018-08-16 22:59:24:011
88.045,54420,2018-08-16 22:59:24:016
88.045,54426,2018-08-16 22:59:24:022
88.045,54431,2018-08-16 22:59:24:027
88.045,54436,2018-08-16 22:59:24:032
88.045,54441,2018-08-16 22:59:24:037
88.045,54446,2018-08-16 22:59:24:042
88.045,54451,2018-08-16 22:59:24:047
88.045,54456,2018-08-16 22:59:24:052
88.045,54461,2018-08-16 22:59:24:057
88.045,54466,2018-08-16 22:59:24:062
88.045,54471,2018-08-16 22:59:24:067
88.045,54476,2018-08-16 22:59:24:072
88.045,54481,2018-08-16 22:59:24:077
88.045,54485,2018-08-16 22:59:24:081
88.045,54490,2018-08-16 22:59:24:086
88.045,54496,2018-08-16 22:59:24:092
88.045,54501,2018-08-16 22:59:24:097
88.045,54506,2018-08-16 22:59:24:102
88.045,54510,2018-08-16 22:59:24:106
88.045,54516,2018-08-16 22:59:24:112
88.045,54520,2018-08-16 22:59:24:116
88.045,54526,2018-08-16 22:59:24:122
88.045,54530,2018-08-16 22:59:24:126
88.045,54536,2018-08-16 22:59:24:132
88.045,54540,2018-08-16 22:59:24:136
88.045,54545,2018-08-16 22:59:24:141
88.045,54551,2018-08-16 22:59:24:147
88.045,54555,2018-08-16 22:59:24:151
88.045,54560,2018-08-16 22:59:24:156
88.045,54566,2018-08-16 22:59:24:162
88.045,54571,2018-08-16 22:59:24:167
88.045,54576,2018-08-16 22:59:24:172
88.045,54581,2018-08-16 22:59:24:177
88.045,54585,2018-08-16 22:59:24:181
88.045,54591,2018-08-16 22:59:24:187
88.045,54595,2018-08-16 22:59:24:191
88.045,54601,2018-08-16 22:59:24:197
88.045,54606,2018-08-16 22:59:24:202
88.045,54610,2018-08-16 22:59:24:206
88.045,54615,2018-08-16 22:59:24:211
88.045,54621,2018-08-16 22:59:24:217
88.045,54626,2018-08-16 22:59:24:222
88.045,54631,2018-08-16 22:59:24:227
88.045,54636,2018-08-16 22:59:24:232
88.045,54641,2018-08-16 22:59:24:237
88.045,54645,2018-08-16 22:59:24:241
88.045,54650,2018-08-16 22:59:24:246
88.045,54656,2018-08-16 22:59:24:252
88.045,54661,2018-08-16 22:59:24:257
83.469,54667,2018-08-16 22:59:24:263
83.469,54671,2018-08-16 22:59:24:267
83.469,54675,2018-08-16 22:59:24:271
83.469,54681,2018-08-16 22:59:24:277
83.469,54686,2018-08-16 22:59:24:282
83.469,54691,2018-08-16 22:59:24:287
83.469,54696,2018-08-16 22:59:24:292
83.469,54701,2018-08-16 22:59:24:297
83.469,54706,2018-08-16 22:59:24:302
83.469,54711,2018-08-16 22:59:24:307
83.469,54716,2018-08-16 22:59:24:312
83.469,54721,2018-08-16 22:59:24:317
83.469,54726,2018-08-16 22:59:24:322
83.469,54730,2018-08-16 22:59:24:326
83.469,54735,2018-08-16 22:59:24:331
83.469,54740,2018-08-16 22:59:24:336
83.469,54746,2018-08-16 22:59:24:342
83.469,54751,2018-08-16 22:59:24:347
83.469,54755,2018-08-16 22:59:24:351
83.469,54761,2018-08-16 22:59:24:357
83.469,54766,2018-08-16 22:59:24:362
83.469,54771,2018-08-16 22:59:24:367
83.469,54776,2018-08-16 22:59:24:372
83.469,54781,2018-08-16 22:59:24:377
83.469,54785,2018-08-16 22:59:24:381
83.469,54790,2018-08-16 22:59:24:386
83.469,54795,2018-08-16 22:59:24:391
83.469,54801,2018-08-16 22:59:24:397
83.469,54806,2018-08-16 22:59:24:402
83.469,54811,2018-08-16 22:59:24:407
83.469,54815,2018-08-16 22:59:24:411
83.469,54821,2018-08-16 22:59:24:417
83.469,54826,2018-08-16 22:59:24:422
83.469,54830,2018-08-16 22:59:24:426
83.469,54836,2018-08-16 22:59:24:432
83.469,54840,2018-08-16 22:59:24:436
83.469,54846,2018-08-16 22:59:24:442
83.469,54850,2018-08-16 22:59:24:446
83.469,54856,2018-08-16 22:59:24:452
83.469,54861,2018-08-16 22:59:24:457
83.469,54866,2018-08-16 22:59:24:462
83.469,54871,2018-08-16 22:59:24:467
83.469,54876,2018-08-16 22:59:24:472
83.469,54881,2018-08-16 22:59:24:477
83.469,54885,2018-08-16 22:59:24:481
83.469,54891,2018-08-16 22:59:24:487
83.469,54896,2018-08-16 22:59:24:492
83.469,54901,2018-08-16 22:59:24:497
83.469,54906,2018-08-16 22:59:24:502
83.469,54911,2018-08-16 22:59:24:507
83.469,54915,2018-08-16 22:59:24:511
83.469,54921,2018-08-16 22:59:24:517
83.469,54926,2018-08-16 22:59:24:522
83.469,54931,2018-08-16 22:59:24:527
83.469,54936,2018-08-16 22:59:24:532
83.469,54940,2018-08-16 22:59:24:536
83.469,54946,2018-08-16 22:59:24:542
83.469,54950,2018-08-16 22:59:24:546
83.469,54956,2018-08-16 22:59:24:552
83.469,54960,2018-08-16 22:59:24:556
83.469,54966,2018-08-16 22:59:24:562
83.469,54970,2018-08-16 22:59:24:566
83.469,54976,2018-08-16 22:59:24:572
83.469,54981,2018-08-16 22:59:24:577
85.287,54986,2018-08-16 22:59:24:582
85.287,54990,2018-08-16 22:59:24:586
85.287,54996,2018-08-16 22:59:24:592
85.287,55002,2018-08-16 22:59:24:598
85.287,55007,2018-08-16 22:59:24:603
85.287,55010,2018-08-16 22:59:24:606
85.287,55015,2018-08-16 22:59:24:611
85.287,55020,2018-08-16 22:59:24:616
85.287,55025,2018-08-16 22:59:24:621
85.287,55031,2018-08-16 22:59:24:627
85.287,55036,2018-08-16 22:59:24:632
85.287,55040,2018-08-16 22:59:24:636
85.287,55045,2018-08-16 22:59:24:641
85.287,55051,2018-08-16 22:59:24:647
85.287,55056,2018-08-16 22:59:24:652
85.287,55061,2018-08-16 22:59:24:657
85.287,55066,2018-08-16 22:59:24:662
85.287,55071,2018-08-16 22:59:24:667
85.287,55076,2018-08-16 22:59:24:672
85.287,55080,2018-08-16 22:59:24:676
85.287,55085,2018-08-16 22:59:24:681
85.287,55091,2018-08-16 22:59:24:687
85.287,55096,2018-08-16 22:59:24:692
85.287,55100,2018-08-16 22:59:24:696
85.287,55105,2018-08-16 22:59:24:701
85.287,55111,2018-08-16 22:59:24:707
85.287,55116,2018-08-16 22:59:24:712
85.287,55121,2018-08-16 22:59:24:717
85.287,55126,2018-08-16 22:59:24:722
85.287,55130,2018-08-16 22:59:24:726
85.287,55135,2018-08-16 22:59:24:731
85.287,55141,2018-08-16 22:59:24:737
85.287,55146,2018-08-16 22:59:24:742
85.287,55151,2018-08-16 22:59:24:747
85.287,55156,2018-08-16 22:59:24:752
85.287,55161,2018-08-16 22:59:24:757
85.287,55165,2018-08-16 22:59:24:761
85.287,55171,2018-08-16 22:59:24:767
85.287,55176,2018-08-16 22:59:24:772
85.287,55181,2018-08-16 22:59:24:777
85.287,55186,2018-08-16 22:59:24:782
85.287,55191,2018-08-16 22:59:24:787
85.287,55195,2018-08-16 22:59:24:791
85.287,55202,2018-08-16 22:59:24:798
85.287,55206,2018-08-16 22:59:24:802
85.287,55211,2018-08-16 22:59:24:807
85.287,55216,2018-08-16 22:59:24:812
85.287,55220,2018-08-16 22:59:24:816
85.287,55225,2018-08-16 22:59:24:821
85.287,55231,2018-08-16 22:59:24:827
85.287,55235,2018-08-16 22:59:24:831
85.287,55241,2018-08-16 22:59:24:837
85.287,55245,2018-08-16 22:59:24:841
85.287,55251,2018-08-16 22:59:24:847
85.287,55255,2018-08-16 22:59:24:851
85.287,55261,2018-08-16 22:59:24:857
85.287,55266,2018-08-16 22:59:24:862
85.287,55271,2018-08-16 22:59:24:867
85.287,55276,2018-08-16 22:59:24:872
85.287,55281,2018-08-16 22:59:24:877
85.287,55286,2018-08-16 22:59:24:882
85.287,55291,2018-08-16 22:59:24:887
85.287,55295,2018-08-16 22:59:24:891
85.287,55302,2018-08-16 22:59:24:898
85.287,55306,2018-08-16 22:59:24:902
85.287,55311,2018-08-16 22:59:24:907
85.668,55316,2018-08-16 22:59:24:912
85.668,55321,2018-08-16 22:59:24:917
85.668,55326,2018-08-16 22:59:24:922
85.668,55331,2018-08-16 22:59:24:927
85.668,55336,2018-08-16 22:59:24:932
85.668,55341,2018-08-16 22:59:24:937
85.668,55346,2018-08-16 22:59:24:942
85.668,55350,2018-08-16 22:59:24:946
85.668,55356,2018-08-16 22:59:24:952
85.668,55361,2018-08-16 22:59:24:957
85.668,55365,2018-08-16 22:59:24:961
85.668,55371,2018-08-16 22:59:24:967
85.668,55375,2018-08-16 22:59:24:971
85.668,55380,2018-08-16 22:59:24:976
85.668,55385,2018-08-16 22:59:24:981
85.668,55390,2018-08-16 22:59:24:986
85.668,55396,2018-08-16 22:59:24:992
85.668,55400,2018-08-16 22:59:24:996
