ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUNDLEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-1.1199,-0.3637,9.86,-1.1014,-0.3452,9.7385,-0.0099,-0.005,-0.003,-0.001,0.0007,-0.0005,80,-23.74,-46.09,-36.96,149.3,2.01,6.44,5,31.7,,,,NaN,,,,0 / 0,3843507,2018-08-11 09:42:30:445
-1.1151,-0.3505,9.8432,-1.1065,-0.3496,9.7378,-0.0029,-0.0003,-0.0032,-0.001,0.0007,-0.0017,80,-23.74,-45.45,-38.72,148.59,2.04,6.48,5,26.149,,,,NaN,,,,0 / 0,3844007,2018-08-11 09:42:30:945
-1.121,-0.3565,9.8671,-1.1047,-0.346,9.7381,-0.0047,0.0104,0,0.0003,-0.0005,-0.0017,80,-23.72,-45.18,-37.54,148.68,2.04,6.47,5,28.128,,,,NaN,,,,0 / 0,3844507,2018-08-11 09:42:31:445
-1.1151,-0.3505,9.8492,-1.1038,-0.3487,9.7381,0.0021,0.0016,-0.0029,-0.001,0.0007,-0.0005,80,-23,-44.9,-36.94,149.67,2.04,6.47,5,29.33,,,,NaN,,,,0 / 0,3845007,2018-08-11 09:42:31:945
-1.0923,-0.3434,9.8636,-1.1022,-0.3488,9.7383,0.0012,-0.0014,-0.001,-0.001,0.0007,-0.0005,80,-23.73,-45.47,-38.13,148.68,2.03,6.46,5,26.89,,,,NaN,,,,0 / 0,3845507,2018-08-11 09:42:32:445
-1.1342,-0.3457,9.8516,-1.1062,-0.3488,9.7378,0.0065,0.0063,0.0085,-0.001,-0.0005,-0.0017,80,-25.33,-46.07,-37.25,148.41,2.04,6.48,5,26.383,,,,NaN,,,,0 / 0,3846007,2018-08-11 09:42:32:945
-1.1222,-0.3529,9.8612,-1.112,-0.3489,9.7371,0.0062,0.0006,0.0032,-0.001,0.0007,-0.0005,80,-23.72,-45.18,-37.54,148.65,2.04,6.52,5,30.75,,,,NaN,,,,0 / 0,3846507,2018-08-11 09:42:33:445
-1.1246,-0.3589,9.8516,-1.1099,-0.3462,9.7375,-0.0044,0.0047,-0.0037,-0.001,0.0007,-0.0005,80,-24.07,-44.88,-37.53,148.65,2.02,6.5,5,31.887,,,,NaN,,,,0 / 0,3847006,2018-08-11 09:42:33:944
-1.121,-0.3529,9.8516,-1.1063,-0.3465,9.7379,-0.0128,0.0076,-0.0034,0.0003,-0.0005,-0.0005,80,-24.28,-45.74,-39.02,149.12,2.02,6.48,5,23.471,,,,NaN,,,,0 / 0,3847508,2018-08-11 09:42:34:446
-1.1139,-0.3481,9.8516,-1.1055,-0.3494,9.7379,-0.0036,0.006,-0.0043,-0.001,0.0007,-0.0005,80,-23.88,-44.6,-36.64,148.76,2.05,6.47,5,22.111,,,,NaN,,,,0 / 0,3848006,2018-08-11 09:42:34:944
-1.1187,-0.3529,9.866,-1.1074,-0.3508,9.7376,0.0007,-0.0032,0.0102,0.0003,-0.0005,-0.0005,80,-24.09,-45.46,-38.13,148.67,2.05,6.49,5,22.636,,,,NaN,,,,0 / 0,3848507,2018-08-11 09:42:35:445
-1.1222,-0.3481,9.8492,-1.1005,-0.3509,9.7384,0.0199,-0.0057,0.0071,0.0003,0.0007,-0.0005,80,-23.72,-44.86,-38.71,148.59,2.04,6.48,5,25.044,,,,NaN,,,,0 / 0,3849007,2018-08-11 09:42:35:945
-1.139,-0.3553,9.8636,-1.1065,-0.3461,9.7379,0.0123,0.0066,0.0111,-0.001,0.0007,-0.0005,80,-23.72,-45.49,-36.95,148.75,2.02,6.48,5,30.194,,,,NaN,,,,0 / 0,3849507,2018-08-11 09:42:36:445
-1.1175,-0.3613,9.854,-1.1073,-0.3475,9.7377,-0.0003,0.0015,-0.0016,-0.001,0.0007,-0.0005,80,-23.53,-44.59,-37.23,148.75,2.03,6.49,5,30.947,,,,NaN,,,,0 / 0,3850008,2018-08-11 09:42:36:946
-1.1282,-0.3541,9.8528,-1.1036,-0.345,9.7382,0.0133,0.0046,0.0026,-0.001,0.0007,-0.0017,80,-23.72,-45.49,-36.95,148.75,2.02,6.47,5,26.562,,,,NaN,,,,0 / 0,3850507,2018-08-11 09:42:37:445
-1.1282,-0.3481,9.8444,-1.1107,-0.3457,9.7374,-0.004,0.0006,-0.0075,-0.001,0.0007,-0.0005,80,-24.62,-45.79,-36.65,148.39,2.02,6.5,5,25.031,,,,NaN,,,,0 / 0,3851007,2018-08-11 09:42:37:945
-1.1378,-0.3553,9.8552,-1.1055,-0.3451,9.738,-0.0007,-0.0022,0.0004,0.0003,0.0007,-0.0017,80,-25.69,-46.06,-37.24,147.53,2.02,6.47,5,27.583,,,,NaN,,,,0 / 0,3851506,2018-08-11 09:42:38:444
-1.1091,-0.3529,9.8564,-1.1048,-0.3494,9.738,0.0099,0.0056,0.0026,-0.0022,0.0007,-0.0005,80,-23.72,-44.86,-38.71,148.59,2.04,6.48,5,24.642,,,,NaN,,,,0 / 0,3852006,2018-08-11 09:42:38:944
-1.1127,-0.347,9.8612,-1.1045,-0.3529,9.7379,0.0157,-0.004,0.0069,-0.001,0.0007,-0.0017,80,-23.02,-45.5,-36.95,149.66,2.05,6.49,5,21.439,,,,NaN,,,,0 / 0,3852506,2018-08-11 09:42:39:444
-1.1199,-0.3529,9.8468,-1.1049,-0.3485,9.738,-0.0047,0.0028,-0.0101,-0.001,-0.0005,-0.0005,80,-22.83,-44.89,-37.24,149.67,2.04,6.47,5,22.937,,,,NaN,,,,0 / 0,3853007,2018-08-11 09:42:39:945
-1.1306,-0.3589,9.848,-1.0998,-0.3482,9.7386,0.0118,-0.013,0.005,0.0003,-0.0005,-0.0017,80,-24.08,-45.48,-37.54,148.68,2.03,6.45,5,30.453,,,,NaN,,,,0 / 0,3853507,2018-08-11 09:42:40:445
-1.1306,-0.3457,9.8468,-1.103,-0.3476,9.7382,-0.0002,-0.0046,0.0021,0.0003,-0.0005,-0.0005,80,-24.08,-45.18,-37.53,148.68,2.03,6.46,5,23.453,,,,NaN,,,,0 / 0,3854007,2018-08-11 09:42:40:945
-1.1342,-0.3493,9.8432,-1.1051,-0.3477,9.738,-0.0118,-0.0024,-0.0079,-0.001,-0.0005,-0.0017,80,-23.39,-45.47,-38.13,149.58,2.03,6.47,5,25.442,,,,NaN,,,,0 / 0,3854507,2018-08-11 09:42:41:445
-1.1007,-0.3278,9.8624,-1.1079,-0.3507,9.7376,-0.0136,-0.002,-0.0024,0.0003,-0.0005,-0.0005,80,-23.18,-44.88,-37.83,149.58,2.05,6.49,5,24.99,,,,NaN,,,,0 / 0,3855006,2018-08-11 09:42:41:944
-1.1043,-0.3398,9.86,-1.0992,-0.3442,9.7388,0.0121,0.0158,0.0067,-0.001,-0.0005,-0.0005,80,-24.98,-46.08,-36.66,148.42,2.03,6.46,5,25.848,,,,NaN,,,,0 / 0,3855507,2018-08-11 09:42:42:445
-1.1031,-0.3362,9.8624,-1.1055,-0.3467,9.738,0.0026,-0.0011,0.0029,-0.001,0.0007,-0.0005,80,-23.56,-45.15,-39.01,148.58,2.03,6.48,5,25.807,,,,NaN,,,,0 / 0,3856006,2018-08-11 09:42:42:944
-1.1163,-0.3517,9.8504,-1.1053,-0.3495,9.7379,0.0099,0.0082,-0.0006,-0.001,0.0007,-0.0005,80,-24.08,-44.85,-38.71,148.59,2.05,6.48,5,23.999,,,,NaN,,,,0 / 0,3856507,2018-08-11 09:42:43:445
-1.1187,-0.3493,9.8576,-1.1049,-0.3495,9.7379,0.0047,-0.0045,0.0073,-0.001,-0.0005,-0.0005,80,-24.06,-44.89,-36.94,148.75,2.03,6.48,5,23.854,,,,NaN,,,,0 / 0,3857006,2018-08-11 09:42:43:944
-1.0983,-0.3625,9.8624,-1.1019,-0.351,9.7382,0.0149,-0.006,0.0044,0.0003,0.0007,-0.0005,80,-23.18,-44.88,-37.83,149.59,2.05,6.47,5,23.938,,,,NaN,,,,0 / 0,3857507,2018-08-11 09:42:44:445
-1.1079,-0.3446,9.8636,-1.1062,-0.3468,9.7379,0.0107,0.0046,0.0001,0.0003,0.0007,-0.0005,80,-23.91,-45.48,-37.24,148.75,2.03,6.49,5,26.545,,,,NaN,,,,0 / 0,3858007,2018-08-11 09:42:44:945
-1.1115,-0.3541,9.8755,-1.1116,-0.3494,9.7372,0.0027,-0.0005,0.0005,-0.001,0.0007,-0.0005,80,-23.18,-44.89,-37.24,149.65,2.04,6.51,5,30.012,,,,NaN,,,,0 / 0,3858506,2018-08-11 09:42:45:444
-1.1103,-0.3565,9.8516,-1.1082,-0.3472,9.7376,0.0073,-0.003,-0.009,0.0003,0.0007,-0.0017,80,-24.08,-45.18,-37.53,148.66,2.03,6.5,5,31.397,,,,NaN,,,,0 / 0,3859007,2018-08-11 09:42:45:945
-1.1163,-0.3434,9.8719,-1.1045,-0.345,9.7381,-0.0018,0.0042,0.0079,-0.001,0.0007,-0.0005,80,-23.74,-45.44,-39.31,148.59,2.02,6.47,5,21.174,,,,NaN,,,,0 / 0,3859507,2018-08-11 09:42:46:445
-1.1187,-0.3529,9.8564,-1.1062,-0.3436,9.738,0.0076,0.0099,0.0005,0.0003,0.0007,-0.0005,80,-24.08,-45.15,-38.71,148.58,2.02,6.48,5,21.936,,,,NaN,,,,0 / 0,3860007,2018-08-11 09:42:46:945
-1.127,-0.3589,9.8767,-1.101,-0.3448,9.7385,-0.0053,-0.0008,-0.0004,-0.001,0.0007,-0.0017,80,-23.17,-44.28,-37.82,149.04,2.02,6.45,5,29.29,,,,NaN,,,,0 / 0,3860507,2018-08-11 09:42:47:445
-1.1294,-0.3434,9.8492,-1.1073,-0.346,9.7378,-0.0098,0.0063,-0.0088,0.0003,0.0007,-0.0005,80,-24.11,-46.37,-37.55,149.21,2.03,6.48,5,31.08,,,,NaN,,,,0 / 0,3861007,2018-08-11 09:42:47:945
-1.1234,-0.3577,9.8528,-1.104,-0.3498,9.738,-0.0005,-0.0054,-0.0017,0.0003,0.0007,-0.0005,80,-23.55,-45.48,-37.25,148.76,2.03,6.47,5,27.167,,,,NaN,,,,0 / 0,3861507,2018-08-11 09:42:48:445
-1.1258,-0.3697,9.8229,-1.0966,-0.3612,9.7385,-0.0154,-0.0036,-0.038,-0.001,-0.0005,-0.0017,80,-24.09,-45.46,-38.13,148.72,2.11,6.42,5,26.832,,,,NaN,,,,0 / 0,3862007,2018-08-11 09:42:48:945
-1.0947,-0.3769,9.866,-1.1027,-0.3566,9.7379,0.0059,-0.0285,-0.0321,0.0003,-0.0005,-0.0017,80,-23.92,-45.78,-37.25,149.31,2.06,6.46,5,25.906,,,,NaN,,,,0 / 0,3862507,2018-08-11 09:42:49:445
-1.1055,-0.3685,9.8576,-1.0976,-0.3647,9.7382,0.0087,0.0062,0.0015,0.0027,0.0007,-0.0017,80,-23.73,-45.47,-38.13,148.73,2.13,6.43,5,24.438,,,,NaN,,,,0 / 0,3863007,2018-08-11 09:42:49:945
-1.1342,-0.3553,9.842,-1.1017,-0.3571,9.738,-0.0001,0.0026,-0.0091,-0.001,-0.0005,-0.0017,80,-24.98,-46.09,-36.07,148.51,2.08,6.46,5,23.602,,,,NaN,,,,0 / 0,3863507,2018-08-11 09:42:50:445
-1.1318,-0.3625,9.8492,-1.1032,-0.354,9.738,-0.0159,-0.0026,-0.0074,0.0015,0.0019,0.0007,80,-24.27,-45.77,-37.84,149.24,2.07,6.45,5,21.931,,,,NaN,,,,0 / 0,3864007,2018-08-11 09:42:50:945
-1.1067,-0.3434,9.866,-1.1062,-0.3567,9.7375,-0.0075,0.0047,-0.0024,-0.001,0.0007,-0.0017,80,-24.62,-45.47,-37.83,147.8,2.09,6.47,5,25.6,,,,NaN,,,,0 / 0,3864506,2018-08-11 09:42:51:444
-1.1258,-0.3709,9.8564,-1.1127,-0.3524,9.737,0.0031,-0.0035,0.0039,0.0003,0.0007,-0.0005,80,-23.91,-45.48,-37.24,148.74,2.06,6.52,5,22.047,,,,NaN,,,,0 / 0,3865006,2018-08-11 09:42:51:944
-1.1079,-0.3649,9.8588,-1.1076,-0.3531,9.7375,0.0108,-0.0076,0.0027,0.0003,-0.0005,-0.0005,80,-24.07,-45.19,-36.94,148.75,2.06,6.5,5,22.752,,,,NaN,,,,0 / 0,3865508,2018-08-11 09:42:52:446
-1.1007,-0.3434,9.86,-1.1052,-0.3513,9.7378,-0.0084,0.0026,-0.0092,0.0003,-0.0005,-0.0005,80,-24.27,-45.77,-37.84,149.22,2.05,6.48,5,27.582,,,,NaN,,,,0 / 0,3866006,2018-08-11 09:42:52:944
-1.1127,-0.3529,9.8671,-1.1054,-0.3521,9.7378,0.001,-0.0007,-0.0017,-0.001,0.0007,-0.0005,80,-24.27,-45.77,-37.84,149.22,2.06,6.48,5,22.759,,,,NaN,,,,0 / 0,3866506,2018-08-11 09:42:53:444
-1.0995,-0.3613,9.86,-1.103,-0.3551,9.7379,0.0005,0.0045,-0.0044,-0.001,0.0007,-0.0005,80,-23.72,-45.49,-36.95,148.77,2.08,6.46,5,23.686,,,,NaN,,,,0 / 0,3867006,2018-08-11 09:42:53:944
-1.1055,-0.3649,9.8731,-1.1011,-0.3532,9.7382,0.0083,-0.0021,0.0064,-0.001,0.0007,-0.0005,80,-24.07,-44.88,-37.53,148.69,2.06,6.46,5,22.144,,,,NaN,,,,0 / 0,3867507,2018-08-11 09:42:54:445
-1.121,-0.3517,9.8576,-1.1081,-0.3535,9.7374,-0.0114,0.0111,-0.0052,-0.001,-0.0005,-0.0017,80,-23.18,-44.89,-37.24,149.68,2.08,6.48,5,21.399,,,,NaN,,,,0 / 0,3868007,2018-08-11 09:42:54:945
-1.1055,-0.3398,9.8624,-1.1043,-0.3507,9.738,0.0034,0.0075,-0.0011,-0.001,0.0007,-0.0017,80,-23.36,-44.9,-36.94,149.67,2.05,6.47,5,20.598,,,,NaN,,,,0 / 0,3868507,2018-08-11 09:42:55:445
-1.1258,-0.3661,9.8336,-1.1045,-0.3511,9.7379,0.0012,-0.0037,-0.0112,-0.001,0.0007,-0.0005,80,-23.9,-45.18,-37.24,148.76,2.05,6.47,5,26.357,,,,NaN,,,,0 / 0,3869007,2018-08-11 09:42:55:945
-1.1115,-0.347,9.8516,-1.1034,-0.3549,9.7379,-0.0045,-0.0032,0.0001,0.0003,0.0007,-0.0005,80,-23.19,-45.49,-37.25,149.68,2.07,6.46,5,26.778,,,,NaN,,,,0 / 0,3869507,2018-08-11 09:42:56:445
-1.0971,-0.3637,9.8612,-1.0989,-0.3557,9.7384,0.0103,0.0003,0.0001,-0.001,-0.0005,-0.0017,80,-24.44,-45.79,-36.36,149.4,2.08,6.45,5,22.875,,,,NaN,,,,0 / 0,3870007,2018-08-11 09:42:56:945
-1.1246,-0.3649,9.8612,-1.1005,-0.3541,9.7383,-0.0004,0.0131,0.005,0.0003,0.0007,-0.0017,80,-24.08,-44.85,-38.71,148.62,2.08,6.45,5,19.631,,,,NaN,,,,0 / 0,3870507,2018-08-11 09:42:57:445
-1.133,-0.3577,9.8444,-1.102,-0.3489,9.7383,0.0069,0.0072,0.0046,0.0003,0.0007,-0.0017,80,-23.37,-45.18,-37.54,149.59,2.04,6.46,5,25.189,,,,NaN,,,,0 / 0,3871006,2018-08-11 09:42:57:944
-1.1031,-0.3745,9.8636,-1.1023,-0.3522,9.7381,-0.0066,-0.004,-0.0091,0.0003,0.0007,-0.0005,80,-24.09,-45.79,-36.95,149.32,2.05,6.44,5,26.948,,,,NaN,,,,0 / 0,3871507,2018-08-11 09:42:58:445
-1.1103,-0.3589,9.8731,-1.1064,-0.3538,9.7376,0.0063,-0.0017,0.0125,-0.001,0.0007,-0.0005,80,-24.09,-45.79,-36.95,149.3,2.06,6.49,5,27.138,,,,NaN,,,,0 / 0,3872007,2018-08-11 09:42:58:945
-1.1007,-0.3673,9.8564,-1.1058,-0.3505,9.7378,-0.0153,-0.0009,-0.0095,0.0003,0.0007,-0.0017,80,-23.9,-45.18,-37.24,148.76,2.05,6.47,5,26.498,,,,NaN,,,,0 / 0,3872507,2018-08-11 09:42:59:445
-1.1007,-0.3529,9.86,-1.1053,-0.3534,9.7378,-0.0041,-0.0003,0.0001,0.0003,0.0007,-0.0005,80,-24.08,-45.18,-37.53,148.68,2.06,6.48,5,25.707,,,,NaN,,,,0 / 0,3873007,2018-08-11 09:42:59:945
-1.127,-0.3493,9.8408,-1.1052,-0.3519,9.7378,-0.001,0.0042,-0.0079,-0.001,0.0007,-0.0005,80,-24.43,-45.17,-37.53,148.68,2.06,6.47,5,25.404,,,,NaN,,,,0 / 0,3873507,2018-08-11 09:43:00:445
-1.0971,-0.3625,9.8647,-1.1046,-0.3515,9.7379,0.0009,-0.0034,0.0131,-0.001,-0.0005,-0.0005,80,-23.71,-44.89,-36.94,148.76,2.05,6.47,5,25.034,,,,NaN,,,,0 / 0,3874007,2018-08-11 09:43:00:945
-1.1019,-0.3649,9.8588,-1.1047,-0.3531,9.7378,0.0157,-0.0048,0.0057,-0.001,-0.0005,-0.0005,80,-23.72,-45.19,-36.94,148.76,2.06,6.49,5,26.807,,,,NaN,,,,0 / 0,3874507,2018-08-11 09:43:01:445
-1.1258,-0.3541,9.8468,-1.1028,-0.3518,9.7381,0.0018,0.0018,-0.0009,-0.001,-0.0005,-0.0005,80,-23.9,-45.49,-36.65,148.77,2.06,6.46,5,25.402,,,,NaN,,,,0 / 0,3875007,2018-08-11 09:43:01:945
-1.121,-0.3553,9.848,-1.1066,-0.3532,9.7376,-0.0065,-0.0085,-0.0001,0.0003,-0.0005,-0.0005,80,-24.25,-45.5,-36.06,149.38,2.06,6.48,5,20.58,,,,NaN,,,,0 / 0,3875507,2018-08-11 09:43:02:445
-1.1282,-0.3589,9.8516,-1.1034,-0.3501,9.7381,-0.0084,0.0053,-0.0086,0.0003,0.0007,-0.0017,80,-23.54,-45.2,-36.65,148.77,2.05,6.45,5,20.803,,,,NaN,,,,0 / 0,3876008,2018-08-11 09:43:02:946
-1.1234,-0.3601,9.8444,-1.1061,-0.3514,9.7377,-0.0042,-0.0064,-0.0083,0.0003,0.0007,-0.0005,80,-23.71,-44.89,-36.94,148.76,2.05,6.48,5,29.302,,,,NaN,,,,0 / 0,3876507,2018-08-11 09:43:03:445
-1.1139,-0.3457,9.8528,-1.1072,-0.3546,9.7375,-0.0045,0.004,-0.0074,0.0003,0.0007,-0.0005,80,-23.72,-45.49,-36.95,148.76,2.08,6.48,5,27.897,,,,NaN,,,,0 / 0,3877006,2018-08-11 09:43:03:944
-1.1187,-0.3517,9.848,-1.1057,-0.3517,9.7378,-0.0072,0.0029,-0.0024,0.0003,0.0007,-0.0005,80,-23.56,-45.78,-37.25,149.3,2.06,6.48,5,22.991,,,,NaN,,,,0 / 0,3877507,2018-08-11 09:43:04:445
-1.1055,-0.3446,9.8683,-1.1041,-0.35,9.738,0.013,0.0097,0.0156,0.0003,-0.0005,-0.0005,80,-24.09,-45.46,-38.13,148.67,2.05,6.48,5,21.809,,,,NaN,,,,0 / 0,3878006,2018-08-11 09:43:04:944
-1.1115,-0.3481,9.8564,-1.1035,-0.3527,9.738,0.0074,0,0.0016,-0.001,0.0007,-0.0005,80,-23.72,-45.49,-36.95,148.77,2.06,6.46,5,23.201,,,,NaN,,,,0 / 0,3878507,2018-08-11 09:43:05:445
-1.1294,-0.347,9.8468,-1.1004,-0.3515,9.7384,-0.0099,0.0042,-0.0016,-0.001,-0.0005,-0.0017,80,-24.06,-44.89,-36.94,148.78,2.05,6.44,5,22.618,,,,NaN,,,,0 / 0,3879007,2018-08-11 09:43:05:945
-1.1187,-0.3589,9.8528,-1.1017,-0.353,9.7382,0.0054,-0.0063,0.0096,-0.001,0.0007,-0.0005,80,-23.89,-44.9,-36.64,148.77,2.06,6.45,5,21.263,,,,NaN,,,,0 / 0,3879507,2018-08-11 09:43:06:445
-1.1079,-0.3565,9.8492,-1.1044,-0.3504,9.738,-0.0027,-0.0014,-0.0024,-0.001,0.0007,-0.0005,80,-23.54,-44.56,-39,148.6,2.04,6.47,5,21.474,,,,NaN,,,,0 / 0,3880007,2018-08-11 09:43:06:945
-1.0935,-0.3565,9.8588,-1.1033,-0.3498,9.7381,0.0088,0.0061,0.009,-0.001,-0.0005,-0.0017,80,-23.7,-44.91,-36.35,148.84,2.05,6.48,5,22,,,,NaN,,,,0 / 0,3880507,2018-08-11 09:43:07:445
-1.1079,-0.3541,9.8516,-1.1013,-0.3524,9.7382,0.006,0.0023,-0.0063,0.0003,0.0007,-0.0005,80,-23.38,-45.49,-36.95,149.68,2.06,6.45,5,19.71,,,,NaN,,,,0 / 0,3881008,2018-08-11 09:43:07:946
-1.1007,-0.3434,9.8564,-1.1059,-0.3545,9.7376,0.0055,0.0066,-0.0006,-0.001,0.0007,-0.0017,80,-23.55,-45.48,-37.25,148.76,2.07,6.48,5,21.9,,,,NaN,,,,0 / 0,3881506,2018-08-11 09:43:08:444
-1.1115,-0.341,9.8647,-1.1026,-0.3505,9.7382,0.002,0.0014,0.0113,0.0003,0.0007,-0.0005,80,-23.01,-44.86,-38.71,149.51,2.05,6.46,5,23.303,,,,NaN,,,,0 / 0,3882007,2018-08-11 09:43:08:945
-1.1163,-0.3577,9.8528,-1.1073,-0.3469,9.7378,-0.0042,0.0004,-0.0074,-0.001,-0.0005,-0.0005,80,-24.27,-45.44,-39.01,148.58,2.03,6.48,5,23.011,,,,NaN,,,,0 / 0,3882507,2018-08-11 09:43:09:445
-1.1115,-0.3434,9.8564,-1.1033,-0.3466,9.7382,0.003,0.0045,0.0018,0.0003,0.0007,-0.0005,80,-23.91,-45.48,-37.24,148.76,2.03,6.46,5,24.778,,,,NaN,,,,0 / 0,3883007,2018-08-11 09:43:09:945
-1.1055,-0.3601,9.8647,-1.1034,-0.3473,9.7382,-0.0039,-0.0086,-0.0008,0.0003,-0.0005,-0.0005,80,-23.92,-45.77,-37.84,149.22,2.02,6.46,5,26.411,,,,NaN,,,,0 / 0,3883507,2018-08-11 09:43:10:445
-1.1007,-0.3553,9.8647,-1.0993,-0.3519,9.7385,0.0049,-0.0003,0.0086,-0.001,-0.0005,-0.0017,80,-23.89,-44.89,-37.23,148.78,2.06,6.44,5,24.192,,,,NaN,,,,0 / 0,3884007,2018-08-11 09:43:10:945
-1.1366,-0.3577,9.8552,-1.0991,-0.3552,9.7384,-0.0119,-0.0029,0.0003,0.0003,-0.0005,-0.0005,80,-23.01,-45.19,-37.54,149.62,2.07,6.43,5,23.732,,,,NaN,,,,0 / 0,3884507,2018-08-11 09:43:11:445
-1.1187,-0.3541,9.848,-1.1016,-0.3506,9.7383,0.0138,0.0098,0.013,-0.001,-0.0005,-0.0005,80,-23.93,-46.07,-37.84,149.22,2.05,6.47,5,23.463,,,,NaN,,,,0 / 0,3885007,2018-08-11 09:43:11:945
-1.127,-0.3601,9.8516,-1.1049,-0.3507,9.7379,-0.0047,0.0115,0.0014,-0.001,0.0007,-0.0005,80,-23.73,-45.79,-36.96,149.3,2.05,6.47,5,26.107,,,,NaN,,,,0 / 0,3885507,2018-08-11 09:43:12:445
-1.1246,-0.3541,9.8384,-1.1099,-0.3511,9.7373,-0.0016,0.0063,-0.0089,-0.001,0.0007,-0.0005,80,-24.26,-45.78,-37.25,149.29,2.05,6.5,5,25.074,,,,NaN,,,,0 / 0,3886008,2018-08-11 09:43:12:946
-1.1246,-0.3649,9.8779,-1.1077,-0.354,9.7375,-0.0024,-0.0006,0.011,0.0003,0.0007,-0.0005,80,-24.46,-46.07,-37.55,149.22,2.07,6.49,5,21.278,,,,NaN,,,,0 / 0,3886507,2018-08-11 09:43:13:445
-1.1055,-0.3577,9.8588,-1.1082,-0.3513,9.7375,-0.0005,0.0045,-0.0083,-0.001,0.0007,-0.0017,80,-22.83,-44.57,-38.42,149.58,2.05,6.49,5,21.025,,,,NaN,,,,0 / 0,3887007,2018-08-11 09:43:13:945
-1.1258,-0.3541,9.8528,-1.1076,-0.3492,9.7376,-0.0044,-0.0007,-0.0021,0.0003,0.0007,-0.0017,80,-23.92,-45.77,-37.84,149.21,2.04,6.48,5,22.966,,,,NaN,,,,0 / 0,3887507,2018-08-11 09:43:14:445
-1.1246,-0.3517,9.854,-1.1033,-0.3523,9.738,0.0031,-0.0063,0.0027,0.0003,-0.0005,-0.0005,80,-23.38,-45.48,-37.54,149.59,2.05,6.47,5,24.941,,,,NaN,,,,0 / 0,3888006,2018-08-11 09:43:14:944
-1.1234,-0.3601,9.8444,-1.1055,-0.3563,9.7376,-0.0019,-0.0064,0.0041,-0.001,-0.0005,-0.0005,80,-23.54,-45.19,-37.24,148.77,2.08,6.48,5,23.315,,,,NaN,,,,0 / 0,3888507,2018-08-11 09:43:15:445
-1.1175,-0.3625,9.8588,-1.1083,-0.3539,9.7374,0.0065,0.0015,0.0053,-0.001,0.0007,-0.0005,80,-23.92,-45.78,-37.25,149.29,2.07,6.5,5,21.211,,,,NaN,,,,0 / 0,3889006,2018-08-11 09:43:15:944
-1.1354,-0.3601,9.8456,-1.1062,-0.3514,9.7377,0.0019,0.0021,-0.0015,-0.001,0.0007,-0.0005,80,-24.08,-45.18,-37.53,148.67,2.05,6.48,5,21.26,,,,NaN,,,,0 / 0,3889506,2018-08-11 09:43:16:444
-1.1282,-0.3601,9.8492,-1.1006,-0.3486,9.7385,0.0029,0.0092,-0.0019,0.0003,-0.0005,-0.0017,80,-23.01,-44.87,-38.12,149.6,2.04,6.45,5,22.901,,,,NaN,,,,0 / 0,3890007,2018-08-11 09:43:16:945
-1.1103,-0.3517,9.8588,-1.1053,-0.3497,9.7379,-0.0007,0.0028,-0.0037,0.0003,0.0007,-0.0005,80,-23.73,-45.48,-37.54,148.68,2.05,6.47,5,23.716,,,,NaN,,,,0 / 0,3890507,2018-08-11 09:43:17:445
-1.1187,-0.3589,9.8683,-1.1059,-0.3513,9.7378,-0.0039,-0.0004,-0.0053,-0.001,0.0007,-0.0017,80,-23.37,-44.87,-38.12,149.58,2.05,6.48,5,22.8,,,,NaN,,,,0 / 0,3891007,2018-08-11 09:43:17:945
-1.1127,-0.3553,9.854,-1.1014,-0.3503,9.7383,-0.0035,-0.0026,0.0044,0.0003,0.0007,-0.0005,80,-24.09,-45.79,-36.95,149.31,2.05,6.45,5,22.879,,,,NaN,,,,0 / 0,3891507,2018-08-11 09:43:18:445
-1.1246,-0.3601,9.8516,-1.1095,-0.352,9.7373,0.0049,0.0005,0.0038,-0.001,-0.0005,-0.0005,80,-24.46,-46.06,-38.14,149.21,2.06,6.5,5,22.985,,,,NaN,,,,0 / 0,3892007,2018-08-11 09:43:18:945
-1.1306,-0.3613,9.8468,-1.1051,-0.3531,9.7378,-0.0022,0.001,-0.0064,-0.001,-0.0005,-0.0005,80,-24.6,-45.2,-36.05,147.95,2.06,6.47,5,22.071,,,,NaN,,,,0 / 0,3892508,2018-08-11 09:43:19:446
-1.1055,-0.3577,9.8576,-1.1063,-0.3543,9.7376,-0.0051,-0.0015,-0.0065,-0.001,0.0007,-0.0005,80,-23.17,-44.58,-37.82,149.59,2.07,6.48,5,21.09,,,,NaN,,,,0 / 0,3893006,2018-08-11 09:43:19:944
